Pic_id,Text,MetaphorOccurrence,Target,Source,SentimentCategory,text_ensure
1280.jpg,政并不是胜利,1,树,手指,0,"错误。图中文字应为：

**“这并不是胜利！”**"
1281.jpg,点滴节约 从我做起,0,,,0,"错误。  
正确的图中文字是：**点滴节约 从我做起**。"
1282.jpg,一粒粮食干滴汗粒粒粮食汗珠换爱惜粮食从一粒米开始自然资源部宣传软育中心,1,米粒,汗水,1,"错误。完整的图中文字应为：

一粒粮食干滴汗，粒粒粮食汗珠换。爱惜粮食，从一粒米开始。自然资源部宣传软育中心。"
1283.jpg,节能减排从我做起地球能量不足期待您的关注,0,,,1,"错误。

正确的图中文字为：

---

**节能减排 从我做起**  
地球能量不足，期待您的关注  

精定app  
让设计更简单

--- 

你提供的版本中少了换行与排版标点，不够完整。"
1284.jpg,品,1,音符,眼睫毛,0,"错误。  
图片中的完整文字是：**WERNER** 和 **红动中国**（在右下角）。  
没有“品”字。"
1285.jpg,隔离病毒不隔离爱,1,亲吻,口罩,1,图中文字是“隔离病毒不隔离爱”。这句话是正确的。
1286.jpg,草莓薄荷冰冰茶亮白如象牙,1,白,象牙,0,正确
1287.jpg,节能减排减少尾气排放还世界绿色,0,,,1,"错误。

正确的图中文字是：

节能减排  
JIE NENG JIAN PAI  
节能减排  
减少尾气排放，还世界绿色"
1288.jpg,"中国电信 CHINA TELECOM SAMSUNG

三星 W23 | W23 Flip
预约开启

Samsung Care+
专属管家服务
（含一年一次优惠换屏服务及礼宾秘书服务）

指定型号以旧换新补贴*
或Galaxy Buds2 Pro耳机*

预约时间：2022年10月21日 - 27日
购机时间：2022年10月28日 - 11月13日

*在预约时间内，通过“三星会员俱乐部”微信服务号或扫描门店独特二维码支付1000元预约三星W23 | W23 Flip手机，并在购机时间内在三星指定线下门店购买的用户，即有机会获得以上预约好礼。",0,,,0,"错误。

正确的图中文字应为：

三星预约开启指定型号以旧换新补贴会一年一次快递上门服务胶礼装轮料服务换机预约时间：年月日，购机时间：年月日月日在活动的时期内。"
1289.jpg,"节约用水 从我做起  
一滴清水 一片绿地 一个地球  
文明健康 绿色环保",1,水龙头,地球,1,"错误。  
正确的图中文字是：  
节约用水 从我做起  
一滴清水 一片绿地 一个地球  
文明健康 绿色环保"
1290.jpg,女人被当成产奶机器男人直接被端上餐桌,0,,,0,"错误。

正确的图中文字是：
“女人被当成产奶机器 男人直接被端上餐桌  
最后两个可怜的女人都沦为了食物  
<<人肉农场>>  
第3/3集  
左滑查看完整视频”"
1291.jpg,绿色出行 低碳生活。,1,人,绿叶,1,"错误。  
正确的图中文字是：绿色出行 低碳生活。"
1292.jpg,"

**低碳生活**  
金山银山不如绿水青山  
爱护环境，从我做起，低碳环保，绿色出行

低碳生活，能够节约地球资源；低碳生活，能够净化空气环境；低碳生活，能够有效减缓温室效应，改善地球环境质量。",1,绿水青山,金山银山,1,"错误。

正确的图中文字如下：

---

**低碳生活**  
金山银山不如绿水青山  
爱护环境，从我做起，低碳环保，绿色出行

低碳生活，能够节约地球资源；低碳生活，能够净化空气环境；低碳生活，能够有效减缓温室效应，改善地球环境质量。

---

图中文字有误，如“北金山银山不如绿水音山”“我做超依硬环保鲜色出行”“低蛋生活煎健任联生活”等为错误识别。"
1293.jpg,一年月日星期一中国体彩报你未必光芒方文中国体育彩票通温暖有光健康中国月日至月日打开中国体育彩票做信小程产梦加点亮健服中国活动在运动打卡范围内拍摄井上传个人运动照片后即可助力点壳所在城市点二武健康中国同时还可参与活动推笑有机会房取体彩奖品公益体彩乐善人生体彩公益金被广泛应用于民健品计划年光叶划服火教买八衣村养古服务彩装西城等地社会公司事业文化串业快乐购漏理性摄注未成年人不得购买彩票及见奖心更多详情请登录中国体彩网中国体商彩票国家体育总局体育彩票管理中心,0,,,1,"错误。以下是图片中主要文字的正确内容：

---

**点亮 健康中国**  
6月6日至8月8日  
打开“中国体育彩票”微信小程序 参与“点亮健康中国”活动，在运动打卡范围内拍摄并上传个人运动照片后，即可助力点亮所在城市点位，点亮健康中国，同时还可参与活动抽奖，有机会赢取体彩奖品。

---

**公益体彩 乐善人生**

---

**体彩公益金被广泛应用于**  
全民健身 | 奥运争光计划 | 竞技体育 | 文化事业 | 教育助学 | 社会公益事业 | 乡村振兴 | 医疗救助 | 养老服务 | 残疾人服务

---

**未成年人不得购买彩票及兑奖**  
更多详情请登录：中国体彩网 www.lottery.gov.cn

--- 

其他内容如“中国体彩报”“中国体育彩票”等文字也在海报中准确显示。"
1294.jpg,你还能耗到多久？节约能源消耗 保护生态环境,1,电池,自然物,0,"错误。

正确的图中文字是：

右下角绿色文字部分：
**“你还能耗到多久？节约能源消耗 保护生态环境”**

底部灰色条：
**“江苏省优秀公益广告作品资源库”**

你提供的文字存在以下错误与不完整之处：
- “书的能镇消耗保护生态环境” 应为 “节约能源消耗 保护生态环境”
- 缺失“你还能耗到多久？”和“江苏省优秀公益广告作品资源库”这两部分文字

因此，判定为**错误**。"
1295.jpg,拒绝酒驾珍爱生命拒绝酒驾交通安全恒绝酒驾晚山,0,,,1,"错误。  
正确的图中文字如下：

拒绝酒驾 珍爱生命  
拒绝酒驾  
交通安全 拒绝酒驾  
ENERGY SAVING AND EMISSION REDUCTION OF THE GREEN LINE  
Byt:28621218 No:20190225142705087080  
www.nipic.com

图中文字中没有“恒绝酒驾晚山.请”。这是错误添加的内容。"
1296.jpg,中致,1,汽车,易拉罐,0,"错误。  
图中文字是：

**""YOU CAN DRINK AND DRIVE. OR DRINK AND.""**  
**""ABRAMET""**

右下角的“UM中致”是加上的水印，不属于原图主要文字内容。"
1297.jpg,低旅生活绿建末来中华人民共和国生态环境部,0,,,1,"错误。

正确的图中文字是：

低碳生活  
绿建未来  
中华人民共和国生态环境部"
1298.jpg,良好生态环境是最普惠的民生福社,0,,,1,"图片中的文字是错误的。正确的图中文字应为：

良好生态环境是最普惠的民生福祉  
作者：李安家  
河南省文明办发布"
1299.jpg,"
新冠肺炎阻击战 我们在行动
全力以赴共克时艰
疫情防范贵在无怨无悔
坚守岗位全员不懈",1,爱心,文字,1,"错误。

正确的图中文字如下：

新冠肺炎阻击战 我们在行动
全力以赴共克时艰
疫情防范贵在无怨无悔
坚守岗位全员不懈"
1300.jpg,驾者宽广二项无社会资任感的心贝,0,,,0,"错误。  
图中文字应为：

**“在驾驶者宽广的视野下，是一颗无社会责任感的心灵。”**"
1301.jpg,"
1. 赞美欢乐
2. 种植鱼类
3. 自发展行
4. 吃饭节约
5. 建设文化
6. 知识型家庭
7. 与人合作
8. 共享未来
9. 认真做事",1,鱼,草莓,1,"图中的文字是错误的。以下是正确的图中文字：

1. 赞美欢乐
2. 种植鱼类
3. 自发展行
4. 吃饭节约
5. 建设文化
6. 知识型家庭
7. 与人合作
8. 共享未来
9. 认真做事"
1302.jpg,"
忙碌了一天回到家  
扑面而来的舒爽  
驱散屋外的暑热  

7250w  
额定制冷量  

1200m3/h  
澎湃风量",0,,,0,"错误。

正确的图中文字是：

```
忙碌了一天回到家  
扑面而来的舒爽  
驱散屋外的暑热  

7250w  
额定制冷量  

1200m3/h  
澎湃风量
```"
1303.jpg,"节约用水公益海报  
节约用水  
携手共创美好家园  
节约用水人人有责  
请珍惜每一滴水",0,,,1,"错误。  
正确的图中文字应为：  
**节约用水公益海报  
节约用水  
携手共创美好家园  
节约用水人人有责  
请珍惜每一滴水**"
1304.jpg,"拒绝酒驾 珍爱生命**  

**遵守交通法规 关爱生命安全**  
ZUNSHOU JIAOTONG FAGUI GUANAI SHENGMING ANQUAN  
**交通安全（THE TRAFFIC SAFETY）：** 是每人和家庭幸福的根本保障。  酒后驾车极易引发交通事故，严重威胁自己和他人的生命安全。希望广大驾驶员严格遵守《中华人民共和国道路交通安全法》，做到“开车不喝酒、喝酒不开车”，营造一个安全、文明、有序的道路交通环境。",1,眼睛,车灯,1,"回答：错误。

正确的图中文字如下：

---

**拒绝酒驾**  
**拒绝酒驾 珍爱生命**  

**遵守交通法规 关爱生命安全**  
ZUNSHOU JIAOTONG FAGUI GUANAI SHENGMING ANQUAN  
**交通安全（THE TRAFFIC SAFETY）：** 是每人和家庭幸福的根本保障。  
酒后驾车极易引发交通事故，严重威胁自己和他人的生命安全。希望广大驾驶员严格遵守《中华人民共和国道路交通安全法》，做到“开车不喝酒、喝酒不开车”，营造一个安全、文明、有序的道路交通环境。

---

底部图片中的路牌上文字也为：“**拒绝酒驾**”。"
1305.jpg,明片中能减排节能减排减少汽车尾气让自然更精彩,1,节能减排,绿色,1,"错误。  
正确的图中文字是：

节能减排  
减少汽车尾气 让自然更精彩"
1306.jpg,"
希望你剪的每一款发型  
都是因为喜欢  
而不是因为价格  
就像结婚  
是因为爱情  
而不是因为凑合",0,,,0,"错误。  
正确的图中文字是：

```
希望你剪的每一款发型  
都是因为喜欢  
而不是因为价格  
就像结婚  
是因为爱情  
而不是因为凑合
```"
1307.jpg,国际禁毒日远离毒品 助力平安,1,毒品,骷髅,1,"错误。  
正确的图中文字是：

**国际禁毒日**  
**远离毒品 助力平安**  
**INTERNATIONAL DAY AGAINST DRUG ABUSE AND ILLICIT TRAFFICKING**  
**拒绝毒品 坚定不移**"
1308.jpg,贝爱,0,,,0,"错误。  
图片中的文字是：“BITCRUSHER”。"
1309.jpg,"

**光盘在行动**  
**Saves in the action**

**节约**  
**吃不完 “袋” 回家**",1,袋子,袋鼠,1,"错误。

正确的图中文字如下：

---

**光盘在行动**  
**Saves in the action**

**节约**  
**吃不完 “袋” 回家**

---

你提供的文字 “光密在行动吃不完发回家” 有如下错误：

- “光密” 应为 “光盘”
- “发回家” 应为 “‘袋’ 回家”

---"
1310.jpg,文明健康有你有我不用一次性餐具倡导绿色消费,0,,,1,"错误。  
正确的图中文字是：

---

**文明健康 有你有我**  
**不用一次性餐具 倡导绿色消费**

---

底部署名部分为：  
**由桂林市秀峰区爱卫办  
暨兴安县秀峰区文明办**

（该部分略有艺术化处理）"
1311.jpg,素材均用百度网盘下载迅雷不能用浏览器直下容易断线建议用百度云管家软件下载系统没有这个软件实在下载不了和店主沟通本店素材用软件可以访问网页自助提取提取链接在宝贝描述下面付款前在买家留言处备注完整的邮箱地址每个订单都要备注一次店主在线的情况下旺旺也会发一次下载链接购买前请各位看清格式购买本店只卖素材不做设计失量格式弄不懂的就不要乱买了,0,,,0,"**错误**。以下是该图的**完整正确文字**：

---

素材均用 **百度网盘下载**

迅雷不能用，浏览器直下容易断线！  
建议用“百度云管家”软件下载  
MAC系统没有这个软件 实在下载不了和店主沟通

本店素材用自动发货软件，可以访问网页自助提取  
提取链接在宝贝描述下面

**付款前在买家留言处备注完整的邮箱地址**  
（**每个订单都要备注一次**）

店主在线的情况下旺旺也会发一次下载链接！

购买前请各位看清格式购买！  
本店只卖素材不做设计

**矢量格式弄不懂的就不要乱买了**

--- 

有几处原文在提取中缺字或标点错误，已在上方进行了完整校正。"
1312.jpg,"顶部左侧
蒂欧尼冷光美牙仪A8
DIONE LUMINESCENT WHITENING TEETH EQUIPMENT A8

顶部右侧
DIONE 蒂欧尼

中部
white

中下部
美白牙齿，告别小黄牙
蒂欧尼，一起美

底部左侧
TEL: +86-0574-88050390

底部中间
宁波蒂欧尼实业有限公司

底部右侧
扫描关注公众号",1,美牙仪,文字,0,"错误。  
正确的图中文字如下：

**顶部文字：**  
蒂欧尼冷光美牙仪A8  
DIONE LUMINESCENT WHITENING TEETH EQUIPMENT A8  

**中部文字：**  
white  

**底部文字：**  
美白牙齿，告别小黄牙  
蒂欧尼，一起美  

**最底部文字：**  
TEL：+86-0574-88050390??宁波蒂欧尼实业有限公司  

此外，还有一段文字在二维码旁边：  
扫描关注公众号"
1313.jpg,您好请停车接受检查受伤了用酒精消妻不算酒驾吧当然不算酒驾伤哪儿了伤心,0,,,0,"错误。  
正确的图中文字应为：  

您好 请停车接受检查  
受伤了  
用酒精消毒不算酒驾吧  
当然不算酒驾  
伤哪儿了  
伤心"
1314.jpg,起勤份节约的精楠勤检日,1,餐盘,耕种,1,"错误。

图中文字应为：“**弘扬节约的精神 勤俭日**”，而不是“起勤份节约的精楠勤检日”。

正确文字如下：

**弘扬节约的精神  
勤俭日**"
1315.jpg,珍惜粮食拒绝浪费粒粒皆辛苦谁知盘中餐万吨据统计我国每年被损耗和液费的粮食约万吨接近于中国粮食总产量的光食行动,0,,,1,"错误。图中文字应为：

珍惜粮食 拒绝浪费  
粒粒皆辛苦  
谁知盘中餐  
粒粒皆辛苦  
据统计，我国每年被损耗和浪费的粮食约3500万吨，接近于中国粮食总产量的6%。  
光盘行动"
1316.jpg,"节能减排 低碳环保  
LOGO  
你公司标志  
节能减排 低碳环保  
2015世界环境日主题宣传活动  ",1,人,叶子,0,"错误。

正确的图中文字如下：

---
节能减排 低碳环保  
LOGO  
你公司标志  
节能减排 低碳环保  
2015世界环境日主题宣传活动  
TAKE IT HOME YOU MAKE IT MAKE YOURSELF HUMAN. REMEMBER DO INSIDE THE HUMAN SPACE START AREA.  
A DIAMOND LASTS FOREVER,PASS IT ON WHEN APART,INSIDE.  
---"
1317.jpg,盛喝酒不开车开车不喝酒为了你和地人的安全精想请勿酒后驾装,0,,,1,"错误。

正确的图中文字是：

喝酒不开车  
开车不喝酒  
为了你和他人的安全请勿酒后驾驶  
FOR YOU AND THE SAFETY OF OTHERS PLEASE DO NOT DRINK DRIVING"
1318.jpg,非官方的服务是危险的,1,鳄鱼,扳手,0,"错误。图中文字应该是：

**非官方的服务是危险的**

**15%折扣的备件和免费车辆诊断。**"
1319.jpg,"
JOY IN BOTTLE  
解开束缚  
放肆生长  
5/4  
江小白",1,思维,城市,1,"错误。

正确的图中文字是：

```
JOY IN BOTTLE  
解开束缚  
放肆生长  
5/4  
江小白
```"
1320.jpg,"550款 海报模板 优质精选模板  
PSD分层源文件  
自动发货",0,,,0,"错误。

正确的图中文字是：

**550款 海报模板 优质精选模板  
PSD分层源文件  
自动发货**"
1321.jpg,暖生退求低礁生活拥抱绿色时尚保护环境低碳生活从我做起,1,地球,草地,1,"错误。  
图片中的正确文字应为：

追求低碳生活 拥抱绿色时尚  
保护环境 低碳生活 从我做起  
LOW CARBON LIFE STARTS FROM ME"
1322.jpg,圣诞有你,1,圣诞树,手指,0,"错误。  
正确的图中文字是：**MERRY CHRISTMAS 圣诞有你 babycare**"
1323.jpg,"珍爱生命 禁止酒驾  
酒后禁驾 生命无价  
[DRUNK DRIVING]",1,车,酒,1,"错误。

正确的图中文字为：

**珍爱生命 禁止酒驾  
酒后禁驾 生命无价  
[DRUNK DRIVING]**  

图中“江西站”是网站水印的一部分，不属于主要宣传语。"
1324.jpg,1秒钟内消失200年消失,0,,,0,"错误。图中文字应为：

“1秒钟内消失，200年消失。”"
1325.jpg,"巩辉培青计划优秀作品展  
主办单位  
中国文学艺术界联合会  
中国书法家协会  
中国文学艺术基金会  ",0,,,0,"错误。  
正确的图中文字应为：  

巩辉培青计划优秀作品展  
主办单位  
中国文学艺术界联合会  
中国书法家协会  
中国文学艺术基金会  

演员：朱凤  化名：书艺美王  
梦林 字：阿平 张强 高卫 管金 谷月阳 何茶仁  

特别支持  
贵州师范大学求是学院"
1326.jpg,十飞特教程网,0,,,0,错误。图中文字应该是 "fevte.com" 而不是 "十飞特教程网"。
1327.jpg,请勿酒驾 珍惜生命·请勿酒驾 中国交警,1,文字,红绿灯,1,"错误。  
正确的图中文字是：

**“请勿酒驾 珍惜生命·请勿酒驾 中国交警”**"
1328.jpg,创意无限公益无限云南年大爱等你来报名平面设计十绘画十视频十音频中共云南省委富传部云南省文明办云南省市场监督管理局中共云南省委网信办中共云南省委教育工委云南省住房和城乡建设厅云南省文化和旅游厅云南省广播电视局,0,,,0,"错误。

图片中的完整文字应为：

---

**创意无限 公益无限**  
**2022年·云南 公益广告大赛 等你来**  
**平面设计｜绘画｜视频｜音频**  
（扫码报名）

**主办单位**  
中共云南省委宣传部、云南省文明办、云南省市场监督管理局、  
中共云南省委网信办、中共云南省委教育工委、云南省住房和城乡建设厅、  
云南省文化和旅游厅、云南省广播电视局

---

你提供的版本有以下问题：

1. **标题部分有错字与遗漏**：  
   - “云南年大爱” 应为 “2022年·云南 公益广告大赛 等你来”。
   
2. **项目分类部分错字**：  
   - “十” 应为 “｜”（竖线或中线，用于分隔项目）。

3. **主办单位中个别文字错误**：  
   - “中共云南省委富传部” 应为 “中共云南省委宣传部”。

因此，结论是：**错误**。"
1329.jpg,未来白头叶猴白头叶强分布狭空数量稀少现仅存数百只是全球种最液危的灵长类动物之被公认而其该地区地形班以储水时常发生干早给白头叶装的生存带来了极大的园业全球仅存只保护刻不容缓,1,毛发,灾难,1,"错误。以下是图中文字的完整正确版本：

---

**白头叶猴**  
白头叶猴分布极窄，数量稀少，现仅存数百只，  
是全球25种最濒危的灵长类动物之一，被公认为  
世界最濒危猴类。  
白头叶猴分布在中国广西左江和明江之间的  
一个面积小于200平方公里的三角形地区，面积不足200平方公  
里，而此区域地形复杂以岩溶地貌、时常发生干旱，  
给白头叶猴的生存带来了极大的困扰。

---

图片底部文字：

**犠灵**  
**全球仅存 350只**  
**保护刻不容缓**  
**The sacrificed soul**

---"
1330.jpg,"创基文明城市人人受益，人人有责酒驾  
拒绝酒后驾驶！！！  
DO NOT DRINK AND DRIVE  
醉在酒中 / 祸在路中 / 悔在心中",1,文字,闪电字符,1,"错误。  
正确的图中文字如下：

**上半部分：**  
创建文明城市，人人受益，人人有责  
CREATE A CIVILIZED CITY, EVERYONE BENEFITS, EVERYONE IS RESPONSIBLE  

**下半部分：**  
酒驾  
拒绝酒后驾驶！！！  
DO NOT DRINK AND DRIVE  
醉在酒中 / 祸在路中 / 悔在心中"
1331.jpg,江西站只为超越末来今天你环保了吗,1,泡泡,绿植,1,"错误。  
正确的图中文字应为：江西站 只为超越未来 今天你环保了吗 高清素材 一图层精细 一作品格式 小新设计。"
1332.jpg,剩熊饭菜打包有爱所有的食物都是我伯心中最完美的澧物,1,鱼,绿叶,1,"错误。

图中文字的正确内容如下：

**剩“魚”飯菜　打包有愛**  
**所有的食物都是我們心中最完美的禮物**  
**All food is the most perfect gift in our hearts**

你提供的内容中有以下错误：
- “剩熊飯菜”应为“剩『魚』飯菜”
- “我伯”应为“我們”
- “澧物”应为“禮物”"
1333.jpg,绿色环保低碳生活,1,环保,绿色,1,"回答：错误。  
正确的图中文字是：**绿色环保低碳生活**。"
1334.jpg,平安夜树立一整夜,1,树,纸板,0,"错误。

正确的图中文字是：

```
平安夜，树立一整夜  
2017 Silent Night
```"
1335.jpg,拒绝酒驾开车不喝一杯酒酒精含量严重超标,1,血,酒,1,"错误。

正确的图中文字是：
""Don’t Drink And Drive.  
拒绝酒驾  
开车不喝一杯酒  
酒精含量严重超标"""
1336.jpg,知乎平面设计,0,,,0,"错误。

正确的图中文字如下：

**主文字：**  
XO BEER  
La Collection  
WITH XO COGNAC  
PRODUCT OF FRANCE

**其他文字：**  
cocoo.top  
PREMIUM XO  
XO BEER  
WITH XO COGNAC

**水印：**  
知乎 @ 平面设计"
1337.jpg,停止杀数动物就是停止自杀,1,人,动物,-1,错误。正确的图中文字应为：停止杀戮动物就是停止自杀。
1338.jpg,"**巴黎咖啡**  
为了让您能有一个舒适的环境进餐，  
此处禁止吸烟。谢谢您的配合。",1,禁止符号,咖啡豆,0,"错误。  
正确的图中文字是：

**巴黎咖啡**  
为了让您能有一个舒适的环境进餐，  
此处禁止吸烟。谢谢您的配合。"
1339.jpg,传爱福人同荒觉爱心捐助爱心传递丨情暖人间奉献爱心共创美好家园宽知肉宽知,0,,,1,"错误。

**图片中的正确文字如下：**

---

**顶部文字：**  
爱 / 心 / 传 / 递 / 温 / 暖 / 人 / 间

**主标题：**  
爱心捐助

**副标题：**  
【爱心传递｜情暖人间】

**横幅文字：**  
奉献爱心共创美好家园

**英文部分：**  
LOVE CONVEYS WARMTH TO THE WORLD, DEVOTING LOVE TO CREATE  
A BETTER HOME DEVOTING LOVE TO CREATE A BETTEHOM E DEVOTING  
LOVE TO CREATE A BETTER HOME

--- 

你提供的“传爱福人同荒觉爱心捐助爱心传递丨情暖人间奉献爱心共创美好家园宽知肉宽知”是错误的。"
1340.jpg,以规矩成方园公筷公勺文明用餐,1,圆规,筷子,0,"错误。  
正确的图中文字如下：

以“规”矩  
成方圆  

公筷公勺 / 文明用餐  
CHOPSTICKS  
SPOONS  
CIVILIZED DINING"
1341.jpg,"珍惜生命 拒绝酒驾**  
【9·9全国拒绝酒驾日】",0,,,1,"错误。

正确的图中文字是：

**珍惜生命 拒绝酒驾**  
【9·9全国拒绝酒驾日】  
**NATIONAL ANTI-DUI DAY**

左上角文字：  
**珍惜生命  
请勿酒后驾车**"
1342.jpg,低碳生活改善生态环境营造绿色家园,1,笑脸,地球,1,正确
1343.jpg,色调分离中文特效动作素材文件大小版本全店动作元旧艺联素材工作室精品素材不断更新,0,,,0,"图中的文字是错误的。正确的文字是：

色调分离中文特效 PS 动作
素材编号：ATN083
文件大小：1.09 MB
PS CS6–CC 版本
全店 PS 动作 28 元
旧艺联素材工作室 精品素材不断更新"
1344.jpg,向社会呼好关注校园暴力校园防欺凌校园霸凌中没有人可以置身事外保护别人也是保护我们自己在线咨询法律问题电话上海市图怪售工作室,0,,,0,"图片中的文字有一些错误。正确的文字应该是：

**向社会呼吁关注校园暴力  
校园防欺凌  
校园霸凌中没有人可以置身事外  
保护别人也是保护我们自己  
在线咨询法律问题  
电话：021-12345678  
地址：上海市图怪售工作室**

其中的部分文本没有准确显示，已根据图片内容给出完整的文字。"
1345.jpg,每一份坚持，都是守护文明的意义。,0,,,1,"错误。  
正确的图中文字是：  
每一份坚持，都是守护文明的意义。"
1346.jpg,"感染得一时之利，失一身正气！  
反腐倡廉，警钟长鸣！",1,口罩,钱,0,"错误。  
正确的图中文字应为：

**感染？**  
得一时之利，失一身正气！  
反腐倡廉，警钟长鸣！

图中文字“云府信康 警钟长鸣”是错误或混淆的，应为“反腐倡廉，警钟长鸣”。"
1347.jpg,"月日全国拒绝酒驾日  
报丝恒绝酒驾 珍爱生命  
聚讯集团公司温馨提示  
拒绝酒驾 珍爱生命  
构建安全道路 和谐社会",1,血,酒,1,"错误。  
正确的图中文字应为：

月日全国拒绝酒驾日  
报丝恒绝酒驾 珍爱生命  
聚讯集团公司温馨提示  
拒绝酒驾 珍爱生命  
构建安全道路 和谐社会"
1348.jpg,节约用水关爱地球造福后代,1,漏斗,水,1,"错误。  
正确的图中文字是：

**节约用水 关爱地球 造福后代**"
1349.jpg,保护环境 共享文明保护地球资源 拒绝环境污染天 / 然 / 环 / 保 / 护 / 地 / 球,1,爱心,地球,1,"错误。

正确的图中文字如下：

---

**主标题：**  
保护环境 共享文明

**副标题：**  
保护地球资源 拒绝环境污染

**顶部小字：**  
天 / 然 / 环 / 保 / 护 / 地 / 球

---"
1350.jpg,"节能周  
节能减排 保护家园  ",1,地球,城市,1,"错误。  
正确的图中文字是：  
节能周  
节能减排 保护家园  
ENERGY CONSERVATION AND EMISSION REDUCTION TO PROTECT HOME."
1351.jpg,酒驾会让你永远回不了那个幸福的家,1,沟,酒,0,"回答：正确。  
图中文字是：“酒驾会让你永远回不了那个幸福的家”。"
1352.jpg,"拒绝酒驾  
SAFE DRIVING  
交通法则在心中 · 交通安全在手中  
公益行动  ",0,,,1,"回答：错误。

正确的图中文字如下：

拒绝酒驾  
SAFE DRIVING  
交通法则在心中 · 交通安全在手中  
公益行动  
PUBLIC ACTION  
Fell in love with the stuck to where the teacher for more than a decade a teacher to take you to the teacher to see is but busy with your card view of the eighth lesson three to Kazakhstan that you can not

拒绝酒驾（出现在汽车上的标语）"
1353.jpg,文明卫生,0,,,0,"错误。  
图片中的完整文字是：

**文明卫生**  
**遵德守礼 条条要践行  
爱护环境 人人共维护  
环卫意识常牢记 讲究卫生你我他**"
1354.jpg,珍爱生命拒绝酒驾,1,时针,酒,1,"回答：**错误**

正确的图中文字是：**珍爱生命 拒绝酒驾**

原提取文字缺少了空格分隔，应为两个短语组合，视觉上清晰表达为：

**珍爱生命**  
**拒绝酒驾**"
1355.jpg,浪费可耻节约为荣一粥一饭当思来处不易半丝半缕恒念物力维琅,0,,,1,"错误。

正确的图中文字应为：

```
浪费可耻  
节约为荣  
一粥一饭，当思来处不易；  
半丝半缕，恒念物力维艰。
```"
1356.jpg,喜歌微巨乳喝那你来上班工作内容塘乳作菜自储厦座牛舍清理门牛群甸待遇面麟附早晚餐享劳健保辰期佳大视零智程度跟店度调薪可即时上班地址,0,,,0,"错误。以下是图中文字的正确内容：

---

**徵**

**喜歡巨乳嗎？那你來上班**

**工作內容**  
?擠乳作業　?自備履歷　?牛舍清理  
?學經歷不拘　?牛群餵飼　?待遇面議  
★附早、晚餐　★享勞健保　★長期佳  
★視學習程度隨時調薪  

**可即時上班**

電話：＊＊＊ 地址：＊＊＊縣＊＊鄉＊＊＊  

--- 

图中文字有多处错误和缺漏，现已更正为完整版本。"
1357.jpg,说文明树新风,0,,,0,错误。正确的图中文字是：“说文明，树新风。”
1358.jpg,绿色生活低碳出行出出绿行色中宣部宣教局中共商丘市委管传部商丘市文限办海豆外保,1,人,绿叶,1,"错误。

正确的图中文字如下：

---

**左上角：**
```
GREEN  
绿色生活，低碳出行
出行绿色
```

**右下角：**
```
中宣部宣教局  中国文明网  
中共商丘市委宣传部  
商丘市文明办
```

---

原文存在以下问题：

1. **“出出绿行色”** 应为 **“出行绿色”**
2. **“中共商丘市委管传部”** 应为 **“中共商丘市委宣传部”**
3. **“商丘市文限办”** 应为 **“商丘市文明办”**
4. **“海豆外保”** 为图像中微信水印，非正式文本，不应包含

结论：**错误**。"
1359.jpg,鳞族语塔塔尔语乌孜别克族语水,1,奶瓶,语言,0,"错误。图中文字应为：

**俄语、塔塔尔语、乌兹别克族语、苗语、藏语**

原文中的“鳞族语”应为“俄语”。"
1360.jpg,宽知,1,电源,地球,1,请上传图片，以便我识别图中文字并判断其正确与否。
1361.jpg,请节约用布,1,灯泡,树叶,1,"错误。  
正确的图中文字是：“请节约用水”。"
1362.jpg,保护野生动物公益活动大象还能把死去的同伴安理在落叶枯技之中大级寿命很长一般能活到岁左右它在岁到岁性成然怀孕期长达个月大级分布极广大约在四干万年以前除了大洋洲和南极洲以外各洲福有它的足迹父而现在主要有亚渊象和非洲象两大类人类属于地球地球不仅属于人类都是宇宙的孩子请停止杀安,0,,,1,"错误。你提供的文字有多处识别错误或不完整。以下是图中文字的正确版本：

---

**ACT NOW**  
**保护野生动物 公益活动**  
**PROTECT THE WILD ANIMAL CHARITABLE ACTIVITIES**  
**善待动物 和谐生存**  

**大象**  
**ELEPHANTIDAE**  

根据记载，大象很早就成了人类的朋友，并常为人类提供帮助。大象非常聪明，能开路搭地，  
还能把死去的同伴安埋在落叶枯枝之中。大象寿命很长，一般能活到70岁左右，它在10岁到15岁性成熟，  
怀孕期长达22个月。大象分布极广， 大约在四千万年以前，  
除了大洋洲和南极洲以外，各洲都有它的足迹；然而现在主要在亚洲象和非洲象两大类。  

人类属于地球，地球不仅属于人类，都是宇宙的孩子，请停止杀戮！

--- 

如有需要，我可以继续帮你提取其它图片文字。"
1363.jpg,"1. 心灵爱心灵乐
2. 用爱保护地球
3. 因为爱，延续地球的生命",0,,,1,"错误。

正确的图中文字应为：
1. 心灵爱心灵乐
2. 用爱保护地球
3. 因为爱，延续地球的生命"
1364.jpg,"灾难  
摧毁家园  
但永远摧毁不了  
我们救护家园的**信心**  

守望家园 国美与十三亿颗心同在",1,文字,家,1,"错误。  
正确的图中文字是：

---

灾难  
摧毁家园  
但永远摧毁不了  
我们救护家园的**信心**  

守望家园 国美与十三亿颗心同在

---

原图中的“技护”应为“救护”，“于”应为“与”，“颖心”应为“颗心”。"
